gene_id,WTCMA,WTCMB,WTCMC,WTCM1,WTCM2,WTCM3,WTMA,WTMC,WTM1,WTM2,WTM3,KOCMA,KOCMB,KOCMC,KOCM1,KOCM2,KOCM3,KOMA,KOMB,KOM1,KOM2
VNG_RS00645,186,333,171,54,56,77,137,79,80,52,255,211,223,548,45,53,27,353,85,215,18
VNG_RS00650,1201,1900,1562,332,407,514,1012,789,542,229,1943,1691,1582,3846,227,318,217,2425,777,1397,106
VNG_RS00660,1688,2008,2483,390,635,566,2054,1374,1072,486,3075,2470,1985,5201,509,506,352,4566,1424,3147,224
VNG_RS00665,65987,68052,118032,16088,25610,22408,77544,45949,36698,16221,97795,101602,70935,131036,17255,15797,15069,55872,24285,35686,3195
VNG_RS00670,21122,27280,34364,5694,7903,9838,29103,17125,15479,5981,48737,32928,25066,48827,5997,5824,5411,20943,10210,15701,1275
VNG_RS00680,276,562,384,73,103,144,286,203,121,57,556,400,427,1293,64,98,56,870,251,471,36
VNG_RS00690,377,552,409,74,86,215,231,141,96,40,556,395,405,1449,52,138,39,777,226,315,42
VNG_RS00695,959,1389,1329,190,249,357,1177,733,426,214,2220,1129,832,2605,116,261,192,3268,868,1904,139
VNG_RS00700,496,873,709,87,122,172,686,422,173,116,930,637,585,1753,60,127,70,1891,611,741,64
VNG_RS00705,127,171,197,25,55,53,72,65,48,24,130,204,187,447,43,53,28,257,74,179,8
VNG_RS00715,6223,7137,7106,1675,2224,2296,3139,1991,1878,706,4428,7129,6063,12476,1411,1748,1221,4952,1958,3677,299
VNG_RS00720,1789,2455,2409,522,753,796,1491,1079,814,395,2622,2326,1932,3534,475,613,401,3325,1166,2368,168
VNG_RS00725,362,788,439,93,111,186,506,220,252,78,811,331,442,1138,55,106,69,1098,377,594,65
VNG_RS00730,17251,20794,20896,4205,5544,5792,14137,8847,5563,3257,21425,23489,15677,31652,3221,5923,3591,22541,8978,14941,1506
VNG_RS00735,1936,2649,3112,336,460,476,1558,1344,413,247,1475,2904,2183,6301,276,474,301,3951,1218,1466,156
VNG_RS00740,1575,2031,1850,317,443,470,986,710,383,217,1533,1717,1425,3357,255,417,261,2158,645,1134,115
VNG_RS00745,124,272,162,27,65,40,237,237,131,58,290,167,237,544,32,20,27,701,219,298,28
VNG_RS00750,368,615,605,100,167,181,501,399,256,131,1123,541,559,1060,95,156,114,1107,399,836,65
VNG_RS00755,3197,4670,4536,827,1239,1510,3748,2590,1995,1019,7638,4297,3736,7772,846,1380,826,8204,2977,6243,602
VNG_RS00760,1175,2456,1363,278,412,585,800,612,380,214,1456,1639,1567,3984,233,414,222,2130,534,1400,91
VNG_RS00765,2707,4193,4394,684,1094,1140,4222,3155,1920,1044,7180,4112,3781,7696,584,1029,726,8756,2860,5768,424
VNG_RS00770,557,965,607,127,196,250,471,335,234,112,899,730,635,1658,113,140,118,1316,376,772,54
VNG_RS00775,220,358,221,49,90,95,256,125,125,54,346,229,240,496,36,62,31,370,136,308,27
VNG_RS00780,266,625,376,67,104,186,543,294,251,104,1209,385,418,731,62,131,69,893,361,737,55
VNG_RS00785,1521,1698,2060,431,526,558,754,621,401,208,1127,1940,1350,2824,370,520,353,1493,603,1113,150
VNG_RS00795,5087,6199,11636,579,365,594,9887,7705,785,537,4388,11617,5223,6545,360,950,1401,18860,8414,2184,528
VNG_RS00800,1751,2118,2704,432,559,614,1339,966,530,350,2083,2364,1529,4613,350,596,476,2645,763,1767,164
VNG_RS00805,33,60,50,8,9,13,57,35,24,15,159,47,24,56,6,20,17,199,85,132,8
VNG_RS00810,113,194,106,31,57,71,67,52,39,27,194,140,127,196,35,58,18,120,83,84,7
VNG_RS00815,3202,4574,2940,657,1017,975,2190,1547,1131,484,2750,3482,3192,8852,525,759,469,5228,1598,2782,170
VNG_RS00830,25,47,33,8,10,11,22,17,13,5,26,21,24,60,7,7,5,39,14,13,0
VNG_RS00835,20,51,16,3,8,15,17,14,4,2,30,27,29,102,3,9,3,40,13,20,2
VNG_RS00840,17,30,13,5,6,4,10,6,17,6,32,19,31,66,5,2,2,48,18,24,4
VNG_RS00845,29,73,38,6,6,21,34,35,17,8,63,65,42,189,5,6,13,119,27,41,0
VNG_RS00860,24263,21422,37239,5184,6090,6118,20663,15813,6995,3983,27840,36671,22902,42186,4374,7755,6357,37892,17535,19239,2614
VNG_RS00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS00880,270,353,349,50,57,90,323,240,84,69,540,335,264,512,49,72,61,566,264,361,29
VNG_RS00885,212,264,282,52,52,66,253,138,62,30,313,293,205,433,33,48,44,494,235,191,28
VNG_RS00895,1400,2328,2854,420,465,848,2876,2252,2018,684,3841,2430,2772,7681,453,1192,474,6095,2672,5887,379
VNG_RS00900,529,1235,1240,180,178,305,1044,1279,732,301,1482,1028,1321,5079,211,422,168,3425,1331,2082,172
VNG_RS00905,916,1709,1888,252,330,662,2404,1821,1732,490,3096,1495,1843,6599,314,755,330,4438,1904,3791,273
VNG_RS00910,206,487,539,82,100,162,637,499,493,151,755,405,529,2097,78,204,54,1308,479,1233,44
VNG_RS00915,321,666,446,84,132,117,691,428,376,174,1139,513,593,1531,65,143,76,1750,435,994,58
VNG_RS00920,32,26,30,15,14,17,16,26,8,20,55,43,17,70,14,15,11,124,53,95,10
VNG_RS00925,1124,2299,1699,258,419,674,1542,1102,768,346,2928,1599,1614,3495,266,445,263,3836,1076,2650,187
VNG_RS00930,1627,2524,2594,422,655,807,1964,1245,898,484,3107,2326,2009,6328,412,676,377,4154,1271,2883,211
VNG_RS00935,854,1144,1151,188,340,316,865,615,465,239,1326,1120,735,1933,174,321,203,1970,586,1492,122
VNG_RS00940,2717,3328,3541,709,1006,1103,2531,1957,1482,667,4213,3597,2830,5812,666,889,590,5468,1761,3897,314
VNG_RS00945,1096,1245,1868,211,349,332,1355,1035,570,307,2049,1616,1058,2915,244,343,215,2814,956,2002,138
VNG_RS00950,1058,2051,1026,310,488,436,513,392,304,175,1133,1309,1117,3084,245,422,204,1655,364,690,88
VNG_RS00955,6324,7578,8321,935,1084,1517,3987,2941,945,623,4102,8899,6159,14856,677,1504,1037,7907,2701,2427,357
VNG_RS00960,948,1752,949,176,294,321,682,444,296,140,813,1070,849,2373,131,182,142,1689,530,700,69
VNG_RS00965,600,601,542,154,194,189,244,285,153,91,534,620,456,2260,162,180,123,919,425,394,71
VNG_RS00970,4518,6465,5640,985,1289,1666,3395,2560,1119,863,5411,5778,3814,8980,849,1331,992,8297,1489,4085,527
VNG_RS00975,332,448,398,48,98,80,333,288,98,45,403,377,233,965,48,72,66,1029,215,481,38
VNG_RS00980,802,1135,871,190,266,303,515,378,232,143,997,904,773,1752,135,239,171,1306,392,825,69
VNG_RS00990,212,312,264,30,58,38,148,150,78,29,219,231,195,614,34,55,35,378,109,165,19
VNG_RS00995,303,405,426,65,93,104,391,291,144,55,505,380,337,1117,61,70,50,1073,264,506,31
VNG_RS01000,424,716,570,120,152,233,493,368,258,105,889,641,546,1109,128,186,103,904,385,649,75
VNG_RS01005,787,1587,953,178,262,400,843,663,394,213,1386,1056,1123,3015,153,299,152,1988,571,1250,93
VNG_RS01010,1770,5257,6233,407,852,1019,3022,1825,1728,903,5299,5253,5735,11152,932,1558,901,5091,1405,3517,308
VNG_RS01015,5344,16830,20710,1381,2382,3335,9230,6241,4905,3129,18888,17109,18947,33600,2972,5076,3086,16609,4650,11527,985
VNG_RS01020,824,1158,1056,113,136,188,817,481,146,88,762,1216,875,2428,71,127,113,1577,481,367,43
VNG_RS01025,819,1349,986,147,202,280,587,539,219,95,862,1284,1067,2898,125,101,92,1641,544,578,64
VNG_RS01030,1511,2135,1725,208,257,360,1598,1055,458,209,1786,2074,1761,4818,182,283,210,3633,1169,1187,133
VNG_RS01035,6502,8748,11018,1412,1914,2266,9397,6681,3590,2083,14748,10694,8826,27068,1412,3194,1586,25086,8632,12678,1472
VNG_RS01040,648,770,1205,219,230,208,601,532,380,168,834,1087,812,1987,248,321,155,1588,620,1319,119
VNG_RS01045,724,804,1215,191,306,296,577,499,337,161,1023,1108,728,2080,282,344,188,1507,622,1174,146
VNG_RS01050,21079,23129,17529,4584,5127,6947,13737,9283,5118,2806,16646,22513,15038,32277,2931,5678,3360,28254,10560,16083,1768
VNG_RS01055,10859,15157,15207,2052,2479,3327,11567,7872,3316,1980,15494,15528,11696,22117,1576,2662,2201,20948,8191,9352,1102
VNG_RS01060,1144,2456,2178,289,446,663,2281,1664,1157,574,4400,1878,1748,4614,293,570,319,5276,1874,3786,271
VNG_RS01065,3598,5202,6059,938,1440,1665,3556,2656,1919,898,5822,5883,5053,10739,1118,1727,1060,7247,2879,4882,412
VNG_RS01070,3338,3775,4787,548,821,718,2338,1816,630,404,2009,4713,3268,7295,454,650,481,4987,1716,1966,189
VNG_RS01075,634,1034,945,187,215,326,626,489,315,145,1228,873,846,1698,176,241,126,1476,490,1054,81
VNG_RS01080,885,1641,1106,225,327,473,676,534,364,223,1395,1103,1155,2857,169,334,189,1791,628,1384,102
VNG_RS01085,965,1697,1208,291,394,411,1026,715,544,266,1900,1373,1216,2616,254,417,213,2533,825,1769,128
VNG_RS01090,2383,4490,2458,612,665,1417,1758,1147,976,416,3100,2692,4082,13024,466,926,390,4040,1610,2664,227
VNG_RS01095,649,1068,809,161,212,380,413,312,181,112,693,851,1067,2847,144,312,142,1090,296,811,63
VNG_RS01100,221,435,291,63,65,139,78,131,63,42,245,375,436,1021,63,125,50,424,157,207,36
VNG_RS01105,941,1487,1285,188,279,333,981,752,400,166,1676,1219,980,3060,183,241,163,3115,872,1480,91
VNG_RS01110,718,1720,1188,235,347,511,1479,1048,805,360,3310,1038,1146,2814,176,292,194,3377,1175,2570,152
VNG_RS01115,1612,3537,2064,380,551,802,1906,1423,874,491,3269,2284,2355,5450,335,563,334,5756,1559,3628,196
VNG_RS01120,1547,2979,2863,398,597,811,1008,897,637,303,1908,2562,2490,7249,421,786,375,3056,1017,2016,181
VNG_RS01125,1134,1965,1684,260,396,445,1226,839,434,283,1845,1661,1324,4181,204,362,202,2905,986,1619,122
VNG_RS01130,445,621,531,112,111,199,503,354,241,96,1149,514,486,1477,80,132,92,1536,465,875,59
VNG_RS01135,3119,3841,3820,773,1080,1028,2435,1802,1169,628,4099,4010,2792,6049,713,1049,770,5419,1793,3721,357
VNG_RS01140,2273,3024,2212,600,710,915,1415,875,703,358,3159,2877,1764,3468,523,796,570,2487,934,1519,256
VNG_RS01150,5634,7043,7353,1083,1602,1475,5163,3750,1865,1117,6534,7632,5204,14539,877,1602,1268,11825,4683,5280,606
VNG_RS01155,280,587,422,56,97,114,371,235,143,70,602,436,338,842,35,82,50,735,306,382,34
VNG_RS01160,296,1550,505,99,161,371,1194,511,657,346,3121,435,617,1186,64,182,76,1585,502,1112,96
VNG_RS01165,424,1168,637,112,179,350,1510,667,696,334,3607,510,604,1563,90,260,101,2136,719,1326,145
VNG_RS01170,2972,3351,4321,620,928,890,1402,1132,609,350,2219,3637,2475,5882,556,919,595,2760,1049,1669,162
VNG_RS01175,1061,1780,1410,271,421,488,686,645,345,201,1262,1504,1139,2575,237,320,212,1921,589,1324,71
VNG_RS01180,885,1184,1073,180,265,292,700,479,288,146,935,1135,1017,2633,145,245,139,1309,393,715,56
VNG_RS01185,222,466,230,47,91,63,150,143,86,25,252,294,333,1019,43,42,21,398,128,147,15
VNG_RS01190,400,752,616,123,154,207,297,202,131,82,516,549,586,1496,92,171,75,675,247,427,26
VNG_RS01195,955,1116,1213,156,182,245,648,438,159,92,703,1186,840,2254,142,173,151,1291,496,564,58
VNG_RS01205,222,255,331,66,101,90,271,176,135,44,512,351,239,585,63,82,68,467,161,403,35
VNG_RS01210,129,295,159,26,53,79,108,83,61,21,204,149,214,395,31,35,24,217,57,155,21
VNG_RS01220,186,383,181,50,78,117,184,101,100,33,362,204,274,605,49,79,43,350,140,239,22
VNG_RS01225,1173,2535,1620,305,390,795,2061,1159,1000,397,3482,1579,1517,2797,249,709,321,3470,1341,2610,341
VNG_RS01230,1353,1700,1299,148,212,214,1003,770,224,145,800,1422,931,3306,90,186,167,2628,720,651,59
VNG_RS01235,4632,7490,7120,1205,1690,2362,6638,4603,3202,1626,13607,6263,6167,13401,1141,1781,1118,15575,4449,10936,968
VNG_RS01240,2156,3389,2417,351,444,634,2130,1392,689,322,2232,2763,2864,7555,260,517,355,4167,1492,1699,173
VNG_RS01245,557,1204,719,133,238,288,510,378,242,148,1028,767,714,1698,128,197,111,1326,311,785,61
VNG_RS01250,7909,14498,10513,1383,1814,2678,10161,7086,2681,1811,15916,10297,9952,19610,964,1778,1374,23700,7644,9248,985
VNG_RS01255,311,549,437,107,119,222,304,223,197,70,640,527,398,1128,90,126,93,781,202,575,34
VNG_RS01260,842,1054,881,154,289,186,799,586,376,134,1052,1002,773,2292,139,173,130,1896,543,891,51
VNG_RS01265,224,315,638,55,98,111,352,397,130,104,1175,509,337,866,75,211,107,1169,278,681,44
VNG_RS01270,1758,2413,2323,270,444,386,1692,1316,513,263,1717,2296,1736,4741,195,330,209,3996,1198,1473,133
VNG_RS01275,4095,4854,7527,885,1238,1423,5708,4170,2226,1157,8619,5842,4949,12656,773,1222,889,10470,3718,5330,532
VNG_RS01280,819,1374,1008,144,301,322,1208,785,554,275,1872,1071,953,3612,138,322,135,3520,992,1698,131
VNG_RS01300,4706,6651,5541,1006,1918,1416,4022,2950,2199,985,5330,6636,5546,16541,1161,1420,863,8907,2741,5088,349
VNG_RS01310,412,634,608,101,156,239,723,455,334,155,1548,587,476,871,99,169,115,1270,463,1118,90
VNG_RS01315,449,817,616,100,159,158,450,265,204,105,716,597,532,1447,89,144,88,1132,291,492,35
VNG_RS01320,2061,2542,3303,451,654,767,1876,1392,765,429,3100,2658,2120,3965,408,700,503,3296,1171,2123,225
VNG_RS01330,51,81,86,17,15,19,48,22,21,8,35,97,79,112,6,16,9,58,22,40,7
VNG_RS01340,327,541,738,74,148,159,444,378,248,144,953,412,364,702,63,100,79,1106,269,783,61
VNG_RS01345,919,1335,1817,140,262,228,1403,1160,405,251,994,1823,1341,4046,151,283,211,4179,1124,1464,142
VNG_RS01355,1625,1923,2658,351,417,415,1727,1537,537,301,1876,2525,1348,4757,338,601,366,4971,1097,2460,277
VNG_RS01365,462,716,640,101,170,170,644,425,365,158,873,622,597,1712,81,147,66,1709,495,891,58
VNG_RS01370,249,458,363,46,82,110,543,295,191,113,719,399,341,980,47,69,58,1566,395,757,47
VNG_RS01375,6394,8672,9435,1390,2172,2570,9497,6139,4181,1901,16664,9139,7635,17147,1347,2198,1484,19398,6726,12493,993
VNG_RS01380,1768,2860,2277,420,612,756,1729,1050,791,387,3030,2097,2078,4607,354,586,325,3347,1202,2077,176
VNG_RS01385,403,507,467,99,134,91,509,409,187,137,681,513,319,963,73,117,70,1276,319,561,56
VNG_RS01390,436,654,711,111,168,200,513,342,263,115,984,665,480,1350,113,183,109,1183,421,859,71
VNG_RS01395,2559,3905,3787,500,744,844,3023,2112,1058,599,3745,3707,3443,7616,415,714,452,6074,2136,3060,240
VNG_RS01400,1576,1828,1729,281,305,301,1376,1095,317,184,1376,1978,1054,4006,176,281,227,3519,1022,1147,105
VNG_RS01405,1769,2225,3241,418,722,585,2150,1688,906,546,3092,2937,1979,5714,456,839,497,6213,2064,3894,325
VNG_RS01410,532,745,774,118,147,173,839,498,283,157,1269,711,525,1484,68,175,148,2024,530,943,93
VNG_RS01415,2163,3193,2902,543,781,789,2567,1693,1315,519,4790,2887,2417,6144,438,727,455,6117,1843,3616,330
VNG_RS01420,608,1241,883,117,239,291,682,540,392,168,1352,802,789,2125,135,225,127,1804,651,1179,110
VNG_RS01425,1042,1726,1429,222,367,383,1080,810,571,256,1679,1399,1156,3456,221,307,187,2700,760,1440,107
VNG_RS01430,1430,2089,1902,296,418,526,985,695,419,225,1440,1774,1599,3733,242,401,256,1969,595,1175,109
VNG_RS01435,45,91,96,23,22,22,160,82,53,32,254,103,86,169,16,36,22,332,110,243,12
VNG_RS01440,519,921,768,84,184,210,994,652,442,236,1650,773,621,1788,128,150,115,2214,628,1227,83
VNG_RS01445,1363,1811,2069,292,451,461,1713,1318,744,358,2857,1880,1462,3458,245,355,278,3642,1066,2115,139
VNG_RS01450,3717,5659,4343,692,859,1587,2429,1686,864,447,3170,4494,4361,10490,542,1044,679,4847,1960,2654,355
VNG_RS01455,1694,2383,2499,413,673,645,2189,1544,1136,484,2584,2572,2119,4697,408,641,387,4075,1041,2538,182
VNG_RS01460,1407,1775,1718,230,353,351,1539,1102,476,239,1377,2006,1254,2758,178,297,228,3082,903,1515,105
VNG_RS01465,2350,3007,3236,518,847,679,1821,1220,853,410,2321,3130,2172,6514,436,658,416,3745,1178,1999,183
VNG_RS01470,330,470,398,112,138,85,242,231,123,87,477,478,253,963,83,145,83,732,253,447,52
VNG_RS01480,1715,2957,2041,348,590,626,1084,704,483,213,1403,2069,2001,5078,301,419,254,1916,591,1015,102
VNG_RS01485,3712,4858,4400,776,1133,1041,2968,1906,1182,596,3154,4548,3900,8158,563,783,597,5047,1562,2431,199
VNG_RS01490,373,786,479,70,116,183,678,536,340,185,1175,538,581,1630,81,108,71,2101,569,1250,63
VNG_RS01495,520,871,972,170,229,339,863,579,443,251,1752,808,522,1137,143,285,197,1834,513,1306,145
VNG_RS01505,598,845,780,138,203,299,774,604,451,170,1378,638,634,1613,130,164,119,1498,514,1027,84
VNG_RS01510,618,889,932,162,203,279,866,661,451,165,1517,722,669,1471,113,143,147,1586,488,1129,89
VNG_RS01515,525,834,696,137,170,255,513,417,285,137,1121,681,512,1393,140,165,103,1345,337,924,72
VNG_RS01520,363,485,497,82,113,111,455,328,157,96,638,489,305,992,65,89,69,1248,336,458,41
VNG_RS01525,2244,2689,3660,613,906,841,2449,1931,1323,638,4006,3278,2246,4777,614,895,618,4504,1443,3144,333
VNG_RS01530,380,664,569,89,126,162,502,306,205,112,826,511,487,1190,69,126,69,1221,290,618,44
VNG_RS01535,1437,2258,1756,318,635,531,1231,806,694,272,2010,2037,1665,4524,300,465,302,2786,834,1712,125
VNG_RS01540,24100,27587,40416,4491,4923,6441,26126,17126,6357,3871,29407,37803,23464,48431,3464,6707,5560,41950,15175,17217,2335
VNG_RS01545,185,309,172,28,57,53,181,131,65,42,283,239,176,428,31,57,44,375,119,270,19
VNG_RS01550,964,1409,1497,262,371,396,813,631,369,200,1161,1298,1256,2768,225,337,222,1542,544,1071,67
VNG_RS01555,2398,3536,3284,585,931,973,2180,1724,965,486,3313,3000,2218,5327,459,799,463,5223,1723,3000,287
VNG_RS01560,8305,13394,12387,2137,3650,4497,11136,7515,5772,2464,18967,12231,10935,22821,2254,3820,2201,22233,8784,14811,1510
VNG_RS01565,4810,6955,6964,1236,1817,2021,4382,3016,2019,1068,7960,6464,4999,9661,1029,1608,1191,7164,2457,5031,480
VNG_RS01570,491,691,704,115,139,175,596,481,207,125,1217,702,545,1128,92,141,104,1248,368,679,66
VNG_RS01575,1275,1871,1554,291,446,540,1267,971,627,322,2109,1639,1509,2746,258,359,261,2418,662,1472,108
VNG_RS01580,1037,1464,1565,276,409,450,758,492,368,152,885,1381,1185,2806,213,354,202,1355,450,905,70
VNG_RS01585,879,2828,1153,232,389,659,923,791,697,258,1719,1326,2175,6586,197,251,138,2542,897,1286,69
VNG_RS01590,730,3240,1083,212,424,884,549,664,482,336,1787,1251,2502,8599,225,335,166,2812,836,1870,75
VNG_RS01595,5106,9623,7762,1164,1543,3352,4675,3145,2191,996,7596,6829,10332,23813,1088,2134,1008,7907,2997,4793,547
VNG_RS01600,5527,8139,7533,1341,1817,2175,5232,3787,2462,1324,7681,6705,5959,13594,1015,1566,1139,9032,3117,5857,433
VNG_RS01610,4733,8384,9143,1301,2799,2748,4465,3218,2219,1131,3790,10778,8179,18683,2002,1213,1630,4433,1686,2871,236
VNG_RS01620,872,1193,1184,247,271,373,947,785,473,240,1719,1169,734,1928,206,252,249,2122,758,1324,136
VNG_RS01625,911,1322,1358,299,381,515,1566,971,819,389,3233,1226,992,2275,250,394,254,3337,909,2354,250
VNG_RS01630,998,1023,1027,141,189,206,754,493,177,97,727,986,574,1801,90,184,128,1655,487,471,76
VNG_RS01635,1053,1559,1218,206,305,400,822,654,343,190,1214,1409,951,2690,204,248,200,1888,643,911,87
VNG_RS01640,858,1369,1163,216,275,443,1290,802,652,280,2393,1013,1036,2914,183,289,164,3109,1021,2188,125
VNG_RS01645,2077,2365,2951,516,591,627,1862,1312,769,393,3004,2605,1922,4701,397,529,426,3656,1199,1949,174
VNG_RS01650,4044,5505,6117,954,1449,1659,3597,2362,1813,919,5691,5387,4521,10743,955,1322,813,6516,2295,4751,365
VNG_RS01655,1252,2067,1337,191,225,386,1453,962,315,221,1615,1431,1124,3057,126,292,185,3389,935,1138,148
VNG_RS01660,818,1201,969,195,325,408,669,414,391,176,1228,994,1077,2353,171,285,139,1513,530,1064,75
VNG_RS01665,1465,2239,2058,290,511,601,1666,969,709,388,2747,2016,1685,3975,277,474,292,3329,1034,2119,160
VNG_RS01670,1043,1384,1476,255,343,392,915,782,454,243,1745,1406,1129,2768,227,320,245,2125,579,1331,99
VNG_RS01675,1278,2176,1487,271,409,391,926,626,393,227,1461,1530,1406,3726,215,286,154,2322,686,1032,92
VNG_RS01680,1773,2322,2219,382,537,555,1828,1314,649,392,2818,2080,1453,3739,309,551,315,4230,1151,2176,204
VNG_RS01685,4334,3968,5211,1119,1289,1265,2662,1867,1184,625,5050,4839,2606,5879,729,824,769,4617,1966,3358,318
VNG_RS01690,311,1168,431,71,146,344,305,156,188,92,735,424,509,1266,75,157,68,711,206,451,56
VNG_RS01695,3354,11919,5018,754,1596,3464,4589,2673,2539,1113,9766,4958,5913,13230,790,1773,702,9309,2892,5352,415
VNG_RS01700,387,587,669,115,151,137,442,370,214,149,586,576,528,1061,91,149,75,1080,276,900,58
VNG_RS01705,8241,12724,10404,1898,2643,3295,8497,5795,4026,1903,13362,10278,9650,20136,1604,2325,1769,14688,5100,8532,712
VNG_RS01710,960,1261,1426,293,374,391,1144,758,516,268,1678,1201,949,2322,207,367,189,2235,635,1624,122
VNG_RS01715,732,1406,1093,148,257,336,790,674,372,183,1292,1126,1209,3493,152,253,144,2390,818,1145,72
VNG_RS01720,360,1267,526,120,131,385,560,605,339,203,1823,617,871,2026,103,163,82,2529,693,1722,88
VNG_RS01725,1134,1827,1606,207,322,477,1520,941,648,283,2153,1501,1415,3179,205,307,237,2644,899,1372,124
VNG_RS01730,865,1797,1060,180,368,453,1123,722,657,312,2205,1221,1174,3125,195,273,177,2533,782,1605,96
VNG_RS01735,909,1687,1212,187,269,425,1072,753,437,215,1567,1413,1431,3714,189,335,163,2412,801,1154,107
VNG_RS01740,501,780,738,118,196,245,608,403,296,159,996,745,632,1230,115,168,118,1125,423,850,69
VNG_RS01745,1316,1820,2122,321,446,545,1678,1341,746,384,2792,1796,1382,3162,308,395,320,3795,1388,2285,221
VNG_RS01750,1056,1417,1326,249,357,441,974,677,440,261,1863,1308,956,2124,237,346,213,2407,692,1551,140
VNG_RS01760,2095,3500,2969,520,942,1090,2175,1548,1314,482,2647,3032,2631,8652,638,562,766,2173,956,1525,109
VNG_RS01775,8795,14914,14533,2150,3782,4652,9990,8146,5145,2456,13965,13856,11905,31523,2428,2603,3503,10235,4436,7643,442
VNG_RS01780,601,1261,1267,166,213,356,1228,1084,575,256,2397,1115,883,1871,140,259,209,1817,838,1243,100
VNG_RS01785,12515,11865,21475,2626,3360,3344,11249,8095,4111,1946,13055,18322,11438,21324,2500,3572,2978,14684,5874,9596,1033
VNG_RS01795,93,146,146,21,37,31,107,61,32,30,113,117,101,265,20,34,23,188,71,94,11
VNG_RS01800,118,287,161,38,50,82,163,148,75,51,270,209,189,572,39,84,37,415,142,245,19
VNG_RS01805,173,387,221,33,63,109,177,156,92,60,302,220,285,646,43,83,41,478,183,329,30
VNG_RS01810,150,460,267,51,97,147,240,173,148,53,427,273,349,815,45,141,37,650,236,432,38
VNG_RS01815,8725,15265,9897,2122,2818,5833,8532,6009,3873,2326,19656,12271,13357,30425,1852,4338,2028,21855,9084,14284,1466
VNG_RS01820,2003,2448,2799,432,628,686,1531,1184,665,342,2336,2600,1904,3775,400,515,364,2881,1026,1577,162
VNG_RS01825,104,212,192,18,58,46,104,96,80,27,160,175,237,467,32,46,26,226,96,186,9
VNG_RS01830,91,136,126,22,24,27,70,45,27,13,124,98,96,209,11,34,14,161,63,74,8
VNG_RS01835,79,184,143,38,36,30,78,92,41,21,152,161,101,369,15,25,16,286,115,102,20
VNG_RS01840,1010,1954,1126,210,373,389,902,666,420,189,1312,1371,1270,3392,186,265,125,2254,590,935,84
VNG_RS01845,7383,11709,10568,1960,2949,3214,7116,5187,3956,1906,12796,10750,8742,15955,1976,2612,1936,14039,3951,10229,767
VNG_RS01850,14726,22435,22121,3799,6197,6712,14896,9974,8204,3947,27751,21686,17794,30472,4235,5350,3933,27668,9178,20611,1681
VNG_RS01855,1069,1757,1309,225,380,345,1024,721,486,238,1560,1270,1137,2804,208,306,175,2130,625,1348,102
VNG_RS01860,854,1482,938,200,309,337,830,591,399,222,1316,964,1050,2181,164,232,157,1819,571,1120,70
VNG_RS01870,558,978,783,126,245,289,547,414,272,133,892,836,835,1829,134,193,114,1066,401,677,58
VNG_RS01875,2621,3791,3930,551,886,961,3104,2013,1326,659,4652,3837,3147,5965,511,820,622,5051,1521,3145,298
VNG_RS01880,267,474,466,49,76,100,442,367,154,46,517,427,368,1129,51,77,39,1136,376,413,33
VNG_RS01885,861,1298,912,138,224,259,590,440,234,138,951,980,705,2236,129,222,125,1421,433,641,56
VNG_RS01890,1303,1950,2716,294,550,530,2468,1983,1300,632,3401,2235,2126,4564,417,555,374,4998,1796,3552,215
VNG_RS01895,609,681,705,88,167,158,502,292,179,95,541,660,503,1500,74,105,63,1059,192,420,30
VNG_RS01900,1058,1562,1365,192,293,244,2133,1427,739,348,1433,1604,1418,3622,181,238,211,4071,1084,1578,111
VNG_RS01905,1921,2484,2472,323,606,425,3182,2056,1280,596,2663,2586,2109,5741,277,432,435,5586,1863,3069,199
VNG_RS01910,1011,1585,1099,231,300,306,549,461,225,159,921,1343,1214,3709,177,267,160,1665,543,904,57
VNG_RS01925,374,608,393,83,129,118,413,236,181,85,637,411,339,1063,56,74,65,996,286,497,42
VNG_RS01930,2097,2809,2835,327,337,377,1800,1253,336,231,1317,2822,2062,4993,181,319,293,3714,947,982,101
VNG_RS01935,860,1307,927,104,105,147,780,510,148,66,613,1036,862,2706,64,87,90,1436,360,291,32
VNG_RS01940,472,756,555,107,110,138,497,333,182,74,543,578,574,1652,59,112,90,1058,315,509,40
VNG_RS01945,1039,1449,1285,198,294,319,1015,647,375,190,1371,1246,1117,2911,165,230,159,1978,655,1091,89
